date,high_temp,low_temp,rain,pressure,wind_speed,humidity,cloudcover,avg_temp
2025-01-04,3.6,-5.2,0.0,1014.1291666666666,6.133333333333333,25.75,64.91666666666667,-0.8
2025-01-05,6.6,-1.5,0.0,1016.4166666666666,10.924999999999999,30.125,3.5416666666666665,2.55
2025-01-06,5.0,-1.7,0.0,1019.5416666666666,9.158333333333333,23.041666666666668,1.375,1.65
2025-01-07,5.2,-4.4,0.1,1017.7875,12.637500000000001,25.833333333333332,26.375,0.3999999999999999
2025-01-08,0.0,-6.4,0.0,1026.1958333333334,11.0625,23.791666666666668,0.041666666666666664,-3.2
2025-01-09,1.1,-7.3,0.0,1031.4291666666666,6.25,23.75,0.75,-3.0999999999999996
2025-01-10,0.2,-7.6,0.0,1029.0833333333333,5.141666666666667,22.125,16.166666666666668,-3.6999999999999997
2025-01-11,0.9,-6.7,0.0,1022.2583333333333,6.8625,29.333333333333332,49.125,-2.9
2025-01-12,1.3,-4.8,0.0,1018.125,6.2749999999999995,33.333333333333336,43.583333333333336,-1.75
2025-01-13,5.6,-4.8,0.3,1018.0625,5.766666666666667,33.958333333333336,29.291666666666668,0.3999999999999999
2025-01-14,0.4,-7.0,0.0,1030.3541666666667,12.629166666666668,21.041666666666668,0.4583333333333333,-3.3
2025-01-15,0.8,-7.5,0.0,1023.4875000000001,6.308333333333334,19.208333333333332,1.1666666666666667,-3.35
2025-01-16,6.0,-4.2,0.0,1022.4541666666668,6.829166666666667,20.916666666666668,0.2916666666666667,0.8999999999999999
2025-01-17,4.8,-5.2,0.0,1017.1958333333333,3.716666666666667,30.0,3.5833333333333335,-0.20000000000000018
2025-01-18,4.5,-5.2,0.0,1012.2624999999999,7.654166666666666,26.333333333333332,5.916666666666667,-0.3500000000000001
2025-01-19,7.0,-2.5,0.0,1013.375,5.895833333333333,25.75,2.0833333333333335,2.25
2025-01-20,5.4,-4.4,0.0,1012.0958333333333,5.8125,33.5,18.958333333333332,0.5
2025-01-21,6.5,-2.8,0.0,1018.9083333333333,5.783333333333334,37.208333333333336,32.291666666666664,1.85
2025-01-22,3.6,-4.0,0.0,1021.2791666666667,2.920833333333333,64.875,5.458333333333333,-0.19999999999999996
